"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff","sRT","goRT","raceCheck"
"1","200","15","50",0.48,0.14,0.558139534883721,363,196.752485103559,541.259533025723,523.881152981921,560.537721389901,178.259533025723,160.881152981921,197.537721389901,180.049582195155,-18.4929520778368,-35.8713321216384,0.785236286341956,-16.7029029084047,506.593817330806,543.049582195155,36.4557648643486
"2","200","15","50",0.46,0.0933333333333334,0.507352941176471,445,193.527239124839,587.959345070314,580.64452777791,599.120992854369,142.959345070314,135.64452777791,154.120992854369,146.480565604454,-50.5678940545243,-57.8827113469287,-39.4062462704697,-47.0466735203846,560.604687216919,591.480565604454,30.8758783875353
"3","200","15","50",0.5,0.153333333333333,0.590551181102362,323,218.449011147983,524.059675843413,508.00495223494,538.476633256863,201.059675843413,185.00495223494,215.476633256863,192.420463626186,-17.3893353045706,-33.4440589130436,-2.97237789112052,-26.0285475217968,498.902768728037,515.420463626186,16.5176948981489
"4","200","15","50",0.5,0.153333333333333,0.590551181102362,305,196.605368486887,473.082343859079,460.733672257112,486.040619207459,168.082343859079,155.733672257112,181.040619207459,159.203879068206,-28.523024627808,-40.871696229775,-15.5647492794286,-37.4014894186811,447.763708622559,464.203879068206,16.4401704456475
"5","200","15","50",0.5,0.146666666666667,0.5859375,399,217.189309238654,594.114501898071,578.404131533508,614.311383708402,195.114501898071,179.404131533508,215.311383708402,187.28603901608,-22.0748073405826,-37.7851777051464,-1.87792553025255,-29.9032702225745,584.82734104649,586.28603901608,1.45869796958937
"6","200","15","50",0.5,0.146666666666667,0.5859375,321,203.345257618453,517.757705083888,497.609778577963,534.256101854587,196.757705083888,176.609778577963,213.256101854587,182.108678652275,-6.58755253456491,-26.7354790404897,9.91084423613427,-21.2365789661783,481.520902768312,503.108678652275,21.5877758839626
"7","200","15","50",0.5,0.166666666666667,0.6,411,208.719004092772,595.376327074083,571.924756076254,617.251496189811,184.376327074083,160.924756076254,206.251496189811,174.415042131969,-24.3426770186893,-47.7942480165188,-2.4675079029613,-34.3039619608031,555.752368596677,585.415042131969,29.6626735352925
"8","200","15","50",0.5,0.153333333333333,0.590551181102362,317,254.154642110354,551.293251533826,532.353197657498,563.727896560248,234.293251533826,215.353197657498,246.727896560248,223.839054344548,-19.8613905765283,-38.8014444528567,-7.42674555010581,-30.3155877658064,516.957446227691,540.839054344548,23.8816081168567
"9","200","15","50",0.46,0.153333333333333,0.543307086614173,381,173.00774628447,562.489610225842,550.561907535916,574.574548201845,181.489610225842,169.561907535916,193.574548201845,182.645053081527,8.48186394137244,-3.44583874855394,20.5668019173756,9.63730679705711,510.194551769849,563.645053081527,53.4505013116772
"10","200","15","50",0.5,0.153333333333333,0.590551181102362,383,213.251576132999,571.360460893863,562.41893489896,589.37944357545,188.360460893863,179.41893489896,206.37944357545,182.426877279638,-24.8911152391358,-33.8326412340386,-6.87213255754881,-30.8246988533603,538.426123175452,565.426877279638,27.0007541041866
"11","200","15","50",0.52,0.16,0.619047619047619,261,232.710091753221,529.65048373875,505.888178981999,555.243134834395,268.65048373875,244.888178981999,294.243134834395,252.433274215664,35.9403919855293,12.1780872287787,61.5330430811743,19.723182462443,461.198159820983,513.433274215664,52.2351143946804
"12","200","15","50",0.5,0.126666666666667,0.572519083969466,433,179.85603529738,582.877409243694,575.247761028998,598.80703783796,149.877409243694,142.247761028998,165.80703783796,143.186658522111,-29.9786260536869,-37.6082742683825,-14.0489974594209,-36.6693767752691,567.133319135951,576.186658522111,9.05333938616013
