"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff","sRT","goRT","raceCheck"
"1","800","10","150",0.5,0.0983333333333334,0.55452865064695,531,201.924677148309,720.116363382012,707.855455011621,739.224180976735,189.116363382012,176.855455011621,208.224180976735,213.688483740549,-12.8083137662967,-25.0692221366877,6.29950382842586,11.7638065922403,637.927584122995,744.688483740549,106.760899617554
"2","800","10","150",0.49,0.105,0.547486033519553,600,202.463581943701,757.492004198346,734.326152047728,781.213680798386,157.492004198346,134.326152047728,181.213680798386,181.582332178001,-44.9715777453549,-68.1374298959726,-21.2499011453148,-20.8812497656993,704.870305771132,781.582332178001,76.7120264068698
"3","800","10","150",0.495,0.0983333333333334,0.548983364140481,551.5,190.066096038665,717.703544205659,699.000832200493,737.854823380792,166.203544205659,147.500832200493,186.354823380792,178.044759297253,-23.8625518330058,-42.5652638381723,-3.71127265787274,-12.0213367414125,638.088509791789,729.544759297253,91.4562495054637
"4","800","10","150",0.505,0.106666666666667,0.565298507462687,338.5,245.270659487368,586.461310252,566.653360420738,608.719519136231,247.961310252,228.153360420738,270.219519136231,257.782702235014,2.69065076463266,-17.11729906663,24.9488596488636,12.5120427476465,502.829895862851,596.282702235014,93.4528063721633
"5","800","10","150",0.505,0.101666666666667,0.562152133580705,496.5,188.88791168024,657.34811041959,640.269072163273,680.266891650432,160.84811041959,143.769072163273,183.766891650432,176.645792638484,-28.0398012606499,-45.1188395169673,-5.12102002980819,-12.2421190417562,590.666787190475,673.145792638484,82.479005448009
"6","800","10","150",0.5,0.0966666666666667,0.553505535055351,522,196.724644314051,705.418109641269,687.846921497217,725.108436677519,183.418109641269,165.846921497217,203.108436677519,205.165220374317,-13.3065346727822,-30.8777228168335,6.38379236346827,8.44057606026581,633.697370906967,727.165220374317,93.4678494673502
"7","800","10","150",0.5,0.1,0.555555555555556,370.5,218.463303561044,560.343772191416,547.636406546158,577.991361393536,189.843772191416,177.136406546158,207.491361393536,208.358021123933,-28.619531369628,-41.3268970148864,-10.9719421675081,-10.1052824371112,500.011939602813,578.858021123933,78.8460815211195
"8","800","10","150",0.495,0.115,0.559322033898305,497.5,191.676147584782,659.299470440237,638.654555261046,685.334928428999,161.799470440237,141.154555261046,187.834928428999,181.332124289416,-29.8766771445451,-50.5215923237361,-3.84121915578294,-10.3440232953658,588.888434949498,678.832124289416,89.9436893399187
"9","800","10","150",0.5,0.0966666666666667,0.553505535055351,446.5,221.712050504524,628.251774974859,614.466751046541,662.124419090363,181.751774974859,167.966751046541,215.624419090363,206.815637336836,-39.9602755296643,-53.7452994579828,-6.08763141416048,-14.8964131676877,568.605348458483,653.315637336836,84.7102888783528
"10","800","10","150",0.495,0.0966666666666667,0.547970479704797,431.5,222.118547109908,639.852535770946,620.052284590338,662.230609537706,208.352535770946,188.552284590338,230.730609537706,231.931085728394,-13.7660113389623,-33.5662625195703,8.61206242779801,9.81253861848629,574.933341471642,663.431085728394,88.4977442567523
"11","800","10","150",0.5,0.0983333333333334,0.55452865064695,506.5,183.35443563607,635.459972307259,615.861557404764,660.364484144768,128.959972307259,109.361557404764,153.864484144768,152.175272753073,-54.3944633288109,-73.9928782313056,-29.4899514913022,-31.1791628829968,596.22244262506,658.675272753073,62.4528301280126
"12","800","10","150",0.5,0.0916666666666667,0.55045871559633,405,232.005291520325,615.243413385202,602.483978194184,632.989309963689,210.243413385202,197.483978194184,227.989309963689,230.005699440255,-21.7618781351224,-34.5213133261407,-4.01598155663581,-1.99959208006956,537.9374889485,635.005699440255,97.0682104917551
"13","800","10","150",0.505,0.1,0.561111111111111,483,171.914667295595,633.308468473003,615.955298579555,657.031313592844,150.308468473003,132.955298579555,174.031313592844,175.46689878246,-21.6061988225921,-38.9593687160398,2.11664629724893,3.55223148686477,571.995273500299,658.46689878246,86.4716252821609
"14","800","10","150",0.51,0.108333333333333,0.57196261682243,365.5,221.943696110772,578.727639305624,556.520067970269,613.659536913456,213.227639305624,191.020067970269,248.159536913456,219.839868633689,-8.71605680514827,-30.9236281405032,26.2158408026841,-2.103827477083,513.372629606479,585.339868633689,71.9672390272096
"15","800","10","150",0.49,0.09,0.538461538461538,540.5,218.238324724914,731.52481806322,717.940774914496,748.207750120809,191.02481806322,177.440774914496,207.707750120809,208.904026166721,-27.2135066616936,-40.7975498104176,-10.5305746041046,-9.33429855819281,669.117503826632,749.404026166721,80.2865223400895
"16","800","10","150",0.495,0.095,0.546961325966851,482,212.985737638254,649.339204985246,632.30714379378,665.882576627644,167.339204985246,150.30714379378,183.882576627644,182.973954693576,-45.6465326530084,-62.6785938444737,-29.1031610106106,-30.0117829446777,601.129318586353,664.973954693576,63.8446361072231
"17","800","10","150",0.505,0.111666666666667,0.568480300187617,471.5,196.927520812928,666.521241359318,645.684648116964,690.73379191523,195.021241359318,174.184648116964,219.23379191523,210.560467081798,-1.90627945361035,-22.7428726959639,22.3062711023021,13.6329462688703,586.304530293415,682.060467081798,95.7559367883838
"18","800","10","150",0.505,0.111666666666667,0.568480300187617,401,195.611224677261,592.820429205518,578.458783202037,630.469078816505,191.820429205518,177.458783202037,229.469078816505,218.183334760031,-3.79079547174268,-18.152441475224,33.8578541392445,22.5721100827703,517.618124732332,619.183334760031,101.565210027699
"19","800","10","150",0.5,0.106666666666667,0.559701492537313,446,239.964847409603,689.345538024173,665.900754102871,715.460140029279,243.345538024173,219.900754102871,269.460140029279,249.619664571471,3.38069061456989,-20.0640933067322,29.4952926196761,9.65481716186824,603.956608225422,695.619664571471,91.6630563460495
"20","800","10","150",0.505,0.103333333333333,0.563197026022305,353,223.971807458711,569.881688997753,549.804008952962,597.564943276994,216.881688997753,196.804008952962,244.564943276994,232.201138943831,-7.09011846095768,-27.1677985057489,20.5931358182834,8.22933148512061,483.262340889101,585.201138943831,101.938798054731
"21","800","10","150",0.505,0.101666666666667,0.562152133580705,370,232.578200920643,586.46121967176,571.64114892508,608.965972116944,216.46121967176,201.64114892508,238.965972116944,237.933707480529,-16.1169812488824,-30.9370519955623,6.38777119630092,5.35550655988604,512.703829284138,607.933707480529,95.2298781963909
"22","800","10","150",0.505,0.106666666666667,0.565298507462687,381,229.74452789803,606.391746472032,588.334152071001,632.875352883783,225.391746472032,207.334152071001,251.875352883783,240.768913796003,-4.35278142599768,-22.410375827029,22.1308249857538,11.0243858979734,526.826714816914,621.768913796003,94.9421989790885
"23","800","10","150",0.495,0.0966666666666667,0.547970479704797,435,149.154345459057,558.33415573409,542.288219207518,576.78026271928,123.33415573409,107.288219207518,141.78026271928,148.869129576005,-25.8201897249665,-41.8661262515393,-7.37408273977687,-0.285215883052246,494.753978916165,583.869129576005,89.1151506598394
"24","800","10","150",0.49,0.0966666666666667,0.542435424354244,549.5,200.031256954169,748.253389598174,728.542804594623,767.786452574507,198.753389598174,179.042804594623,218.286452574507,217.02781508184,-1.27786735599489,-20.9884523595458,18.2551956203384,16.9965581276708,682.891116874459,766.52781508184,83.6366982073811
"25","800","10","150",0.505,0.101666666666667,0.562152133580705,430.5,218.26013410067,672.679944964658,651.916475624864,698.044579277726,242.179944964658,221.416475624864,267.544579277726,256.213158703156,23.9198108639878,3.156341524194,49.2844451770556,37.9530246024852,581.974918848115,686.713158703156,104.738239855041
"26","800","10","150",0.495,0.103333333333333,0.552044609665427,449.5,203.664703552185,641.245579084354,626.24440395734,669.715722176538,191.745579084354,176.74440395734,220.215722176538,210.417736700958,-11.9191244678301,-26.9202995948449,16.5510186243535,6.75303314877326,562.629169000704,659.917736700958,97.2885677002536
"27","800","10","150",0.495,0.0966666666666667,0.547970479704797,546,204.763367108973,733.783590691235,717.180832074089,750.093707387577,187.783590691235,171.180832074089,204.093707387577,204.893292152147,-16.9797764177376,-33.5825350348833,-0.669659721395817,0.12992504317441,671.857784208528,750.893292152147,79.0355079436192
"28","800","10","150",0.495,0.0866666666666667,0.541970802919708,501,244.674844828257,713.019829223259,698.370385353265,730.90266768163,212.019829223259,197.370385353265,229.90266768163,233.922904447402,-32.6550156049973,-47.3044594749922,-14.772177146627,-10.7519403808551,651.828714205911,734.922904447402,83.0941902414908
"29","800","10","150",0.5,0.085,0.546448087431694,482,186.042398059002,657.145147701315,643.520499051413,673.971484140805,175.145147701315,161.520499051413,191.971484140805,196.295394167588,-10.897250357687,-24.5218990075889,5.92908608180289,10.2529961085862,583.796268744433,678.295394167588,94.4991254231545
"30","800","10","150",0.5,0.101666666666667,0.556586270871985,410,200.484906364522,613.139577577288,593.252249035312,633.764210085582,203.139577577288,183.252249035312,223.764210085582,218.602365888414,2.65467121276623,-17.2326573292098,23.2793037210602,18.1174595238916,530.906469676825,628.602365888414,97.6958962115889
"31","800","10","150",0.51,0.095,0.56353591160221,424.5,191.036858662246,594.730116723635,575.967338662093,622.434671394526,170.230116723635,151.467338662093,197.934671394526,183.701916454611,-20.806741938611,-39.5695200001528,6.89781273227996,-7.33494220763529,512.183506959331,608.201916454611,96.0184094952793
"32","800","10","150",0.505,0.101666666666667,0.562152133580705,343,222.08215183735,573.820936795253,549.286814505504,596.175929336873,230.820936795253,206.286814505504,253.175929336873,251.931985371361,8.7387849579039,-15.795337331846,31.0937774995236,29.8498335340113,487.247256413941,594.931985371361,107.68472895742
"33","800","10","150",0.505,0.0966666666666667,0.559040590405904,391,204.381470352086,587.593705402417,568.23196958671,614.062932540418,196.593705402417,177.23196958671,223.062932540418,217.645975372711,-7.787764949669,-27.1495007653759,18.6814621883322,13.2645050206249,509.137679463032,608.645975372711,99.5082959096785
"34","800","10","150",0.5,0.0983333333333334,0.55452865064695,407.5,230.184585964677,644.57211552334,628.539845213207,668.513848679493,237.07211552334,221.039845213207,261.013848679493,255.412535807135,6.88752955866312,-9.14474075146995,30.8292627148156,25.2279498424585,569.947204012134,662.912535807135,92.9653317950016
"35","800","10","150",0.505,0.105,0.564245810055866,386,187.119003323817,561.35846416087,546.196679260429,585.757935667675,175.35846416087,160.196679260429,199.757935667675,190.018458242726,-11.7605391629474,-26.9223240633882,12.6389323438577,2.8994549189085,492.865263358591,576.018458242726,83.1531948841347
"36","800","10","150",0.505,0.108333333333333,0.566355140186916,389.5,215.507654153131,603.038699236008,587.259262938379,641.209324883144,213.538699236008,197.759262938379,251.709324883144,227.238056838397,-1.96895491712263,-17.748391214752,36.2016707300135,11.7304026852665,521.282002046994,616.738056838397,95.4560547914036
