"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff","sRT","goRT","raceCheck"
"1","100","20","200",0.56,0.213333333333333,0.711864406779661,456,203.030001521308,670.939123048748,606.175366438955,806.426181667353,214.939123048748,150.175366438955,350.426181667353,157.831339981175,11.9091215274403,-52.8546350823522,147.396180146045,-45.1986615401329,533.885263540297,613.831339981175,79.9460764408774
"2","100","20","200",0.52,0.173333333333333,0.629032258064516,520,234.371094892633,610.807506899937,591.092059148977,718.528868941818,90.8075068999374,71.0920591489769,198.528868941818,99.0166011494474,-143.563587992696,-163.279035743656,-35.8422259508153,-135.354493743186,527.916842449142,619.016601149447,91.0997587003058
"3","100","20","200",0.4,0.213333333333333,0.508474576271186,692,196.301278639029,670.128296492033,634.549124079695,772.687798791829,-21.8717035079674,-57.4508759203054,80.6877987918293,34.4655460109975,-218.172982146996,-253.752154559334,-115.613479847199,-161.835732628031,709.611944273572,726.465546010998,16.8536017374252
"4","100","20","200",0.52,0.226666666666667,0.672413793103448,496,195.178570084869,651.700968045289,589.933912510874,880.142904834677,155.700968045289,93.9339125108744,384.142904834677,134.145789698643,-39.4776020395803,-101.244657573994,188.964334749808,-61.0327803862257,585.707892607654,630.145789698643,44.4378970909895
"5","100","20","200",0.56,0.253333333333333,0.75,348,220.638587099401,844.121007909922,636.096791745681,1136.91878990568,496.121007909922,288.096791745681,788.918789905682,335.971879496736,275.482420810521,67.4582046462805,568.280202806281,115.333292397335,518.856015657771,683.971879496736,165.115863838964
"6","100","20","200",0.56,0.213333333333333,0.711864406779661,448,181.788785847621,734.957960871293,646.346718999455,905.370459193449,286.957960871293,198.346718999455,457.370459193449,198.817373908894,105.169175023672,16.5579331518333,275.581673345827,17.028588061273,560.832003128463,646.817373908894,85.9853707804313
"7","100","20","200",0.48,0.173333333333333,0.580645161290323,492,199.100299935173,622.241459708964,575.610656348048,717.611080711219,130.241459708964,83.6106563480485,225.611080711219,159.57789000409,-68.8588402262082,-115.489643587124,26.5107807760466,-39.5224099310824,530.987927708521,651.57789000409,120.58996229557
"8","100","20","200",0.56,0.2,0.7,404,241.976972866425,654.175557324597,582.799809132731,804.010233698467,250.175557324597,178.799809132731,400.010233698467,221.109576072225,8.19858445817277,-63.1771637336931,158.033260832043,-20.8673967941999,508.093580865193,625.109576072225,117.015995207032
"9","100","20","200",0.6,0.213333333333333,0.76271186440678,336,227.854461240876,663.005579129159,587.301738544392,950.989044033127,327.005579129159,251.301738544392,614.989044033127,226.319178257637,99.1511178882827,23.4472773035152,387.13458279225,-1.53528298323985,464.423074432901,562.319178257637,97.8961038247352
"10","100","20","200",0.56,0.186666666666667,0.688524590163935,532,190.728925954872,726.476200341856,678.49070683018,865.747619470968,194.476200341856,146.49070683018,333.747619470968,149.240124272499,3.74727438698426,-44.2382191246924,143.018693516096,-41.4888016823734,565.19729296788,681.240124272499,116.042831304619
"11","100","20","200",0.52,0.213333333333333,0.661016949152542,468,256.610314144441,728.866592408888,663.271594667225,893.690390803843,260.866592408888,195.271594667225,425.690390803843,248.312032432875,4.25627826444747,-61.3387194772164,169.080076659402,-8.29828171156578,618.351760920301,716.312032432875,97.960271512574
"12","100","20","200",0.52,0.24,0.684210526315789,444,198.50390780876,732.696931072161,644.83573612511,1041.3725183146,288.696931072161,200.83573612511,597.372518314603,226.32293919706,90.193023263401,2.33182831635034,398.868610505843,27.8190313883003,524.091563038804,670.32293919706,146.231376158256
"13","100","20","200",0.52,0.213333333333333,0.661016949152542,384,202.68821146802,752.617932314591,674.295047907181,889.997889121215,368.617932314591,290.295047907181,505.997889121215,316.883799306611,165.929720846572,87.6068364391619,303.309677653195,114.195587838591,529.03446971874,700.883799306611,171.849329587871
"14","100","20","200",0.52,0.2,0.65,544,254.989819706299,786.047699007156,742.556485660677,928.634552089286,242.047699007156,198.556485660677,384.634552089286,227.156129056818,-12.9421206991427,-56.4333340456221,129.644732382987,-27.8336906494806,648.135188965562,771.156129056818,123.020940091256
"15","100","20","200",0.52,0.186666666666667,0.639344262295082,480,207.053873091187,673.764854935291,629.522257464964,824.642058767178,193.764854935291,149.522257464964,344.642058767178,211.706116447614,-13.2890181558951,-57.5316156262226,137.588185675992,4.65224335642748,581.443904053662,691.706116447614,110.262212393952
"16","100","20","200",0.48,0.213333333333333,0.610169491525424,548,199.859732467969,734.893742715322,657.261483956869,849.779312548391,186.893742715322,109.261483956869,301.779312548391,187.598901922739,-12.9659897526472,-90.5982485111004,101.919580080421,-12.2608305452307,611.515163702677,735.598901922739,124.083738220061
"17","100","20","200",0.4,0.173333333333333,0.483870967741935,596,177.981169271991,595.608753137545,574.111475649144,630.927554207293,-0.391246862455318,-21.8885243508555,34.9275542072935,81.0621422746792,-178.372416134447,-199.869693622847,-143.053615064698,-96.9190269973122,581.790953613813,677.062142274679,95.2711886608662
"18","100","20","200",0.52,0.146666666666667,0.609375,564,218.575707615566,808.754782432028,761.307683442026,900.565345517404,244.754782432028,197.307683442026,336.565345517404,228.086654975664,26.1790748164624,-21.2680241735397,117.989637901838,9.51094736009847,661.223456267847,792.086654975664,130.863198707818
"19","100","20","200",0.52,0.213333333333333,0.661016949152542,472,253.114569200417,679.6147305649,620.019348174829,785.113525127323,207.6147305649,148.019348174829,313.113525127323,179.874483082632,-45.4998386355169,-105.095221025588,59.9989559269063,-73.2400861177854,559.796867907619,651.874483082632,92.0776151750129
"20","100","20","200",0.52,0.213333333333333,0.661016949152542,380,209.520340015303,688.554665965919,628.466749210584,884.544690985884,308.554665965919,248.466749210584,504.544690985884,297.180412899336,99.0343259506164,38.946409195281,295.024350970581,87.6600728840334,495.815876214168,677.180412899336,181.364536685168
"21","100","20","200",0.52,0.253333333333333,0.696428571428571,412,234.585175163339,754.58502816017,637.243313137743,1029.0418459861,342.58502816017,225.243313137743,617.041845986101,278.448928058724,107.999852996831,-9.3418620255961,382.456670822762,43.8637528953849,565.481443240171,690.448928058724,124.967484818553
"22","100","20","200",0.52,0.213333333333333,0.661016949152542,472,181.778474371478,716.782870183258,635.592656387147,858.702813779374,244.782870183258,163.592656387147,386.702813779374,207.771128104227,63.0043958117799,-18.1858179843313,204.924339407896,25.9926537327492,589.571070336778,679.771128104227,90.2000577674489
"23","100","20","200",0.48,0.226666666666667,0.620689655172414,576,187.562682882853,697.853606578499,614.152114507308,859.92183166348,121.853606578499,38.1521145073084,283.92183166348,134.775860421018,-65.7090763043539,-149.410568375545,96.3591487806272,-52.7868224618346,591.962338174356,710.775860421018,118.813522246662
"24","100","20","200",0.52,0.226666666666667,0.672413793103448,432,246.105697636143,699.163552157531,597.654432288381,860.986758994344,267.163552157531,165.654432288381,428.986758994344,215.670164330306,21.0578545213878,-80.4512653477618,182.881061358201,-30.4355333058369,556.287371708945,647.670164330306,91.3827926213604
"25","100","20","200",0.52,0.2,0.65,472,267.811713976054,757.89954578554,714.373966071755,860.768970954684,285.89954578554,242.373966071755,388.768970954684,259.005074410863,18.0878318094864,-25.4377479042985,120.95725697863,-8.80663956519072,661.292465696826,731.005074410863,69.7126087140377
"26","100","20","200",0.4,0.2,0.5,576,203.247914024728,649.858128768032,628.575996752811,700.936177590573,73.8581287680319,52.575996752811,124.936177590573,117.732591817552,-129.389785256696,-150.671917271917,-78.3117364341551,-85.5153222071763,647.51193440939,693.732591817552,46.220657408162
"27","100","20","200",0.48,0.2,0.6,544,183.595244083297,681.21036124024,652.532432686239,828.615647701888,137.21036124024,108.532432686239,284.615647701888,166.827987696608,-46.3848828430573,-75.0628113970586,101.02040361859,-16.7672563866898,599.797139365471,710.827987696608,111.030848331137
"28","100","20","200",0.44,0.146666666666667,0.515625,588,188.404710872226,637.55051422414,578.971413406262,669.126015921458,49.5505142241396,-9.02858659373828,81.1260159214584,72.5936352058031,-138.854196648086,-197.433297465964,-107.278694950768,-115.811075666423,596.445288476825,660.593635205803,64.1483467289786
"29","100","20","200",0.48,0.16,0.571428571428571,576,201.106277061689,683.29328020404,661.304029539511,734.218012600624,107.29328020404,85.3040295395112,158.218012600624,134.926943072454,-93.8129968576493,-115.802247522178,-42.8882644610655,-66.1793339892353,698.210882867958,710.926943072454,12.716060204496
"30","100","20","200",0.44,0.16,0.523809523809524,620,199.219591086062,725.668482696234,677.466985025182,757.152287442559,105.668482696234,57.4669850251821,137.152287442559,103.142552994306,-93.5511083898276,-141.75260606088,-62.0673036435027,-96.0770380917558,659.164307830672,723.142552994306,63.9782451636341
"31","100","20","200",0.48,0.2,0.6,476,189.139514859297,665.824479429338,611.609092900074,771.774974252386,189.824479429338,135.609092900074,295.774974252386,198.168928821373,0.684964570040819,-53.5304219592228,106.635459393089,9.02941396207629,558.806371586167,674.168928821373,115.362557235206
"32","100","20","200",0.48,0.2,0.6,480,195.908898676258,630.06853217653,553.871880687336,747.586177654254,150.06853217653,73.8718806873359,267.586177654254,142.177983436181,-45.840366499728,-122.037017988922,71.677278977997,-53.7309152400762,525.549366611223,622.177983436181,96.6286168249578
"33","100","20","200",0.56,0.186666666666667,0.688524590163935,468,193.411611798419,717.946367025465,653.57583358518,901.371579905559,249.946367025465,185.57583358518,433.371579905559,215.047377735667,56.5347552270457,-7.83577821323937,239.95996810714,21.6357659372482,555.593688962528,683.047377735667,127.453688773139
"34","100","20","200",0.56,0.24,0.736842105263158,472,202.057960840154,731.552009510091,646.601122006215,1136.24604417288,259.552009510091,174.601122006215,664.246044172877,189.77103809222,57.494048669937,-27.4568388339396,462.188083332723,-12.286922747934,562.108865715622,661.77103809222,99.6621723765986
"35","100","20","200",0.52,0.213333333333333,0.661016949152542,436,208.414669664107,681.882845873241,645.3691301666,858.123821394694,245.882845873241,209.3691301666,422.123821394694,265.407177910212,37.4681762091332,0.954460502492879,213.709151730587,56.9925082461052,556.313588328846,701.407177910212,145.093589581366
"36","100","20","200",0.48,0.173333333333333,0.580645161290323,592,226.722437527773,701.342834667588,654.743822212832,723.605900978917,109.342834667588,62.7438222128316,131.605900978917,110.552422642632,-117.379602860185,-163.978615314942,-95.1165365488561,-116.170014885141,609.701605059616,702.552422642632,92.8508175830164
"37","100","20","200",0.48,0.2,0.6,488,198.845364630162,662.913368426069,617.316771279911,732.759509290468,174.913368426069,129.316771279911,244.759509290468,171.83471833382,-23.9319962040931,-69.5285933502514,45.9141446603053,-27.0106462963421,603.318952715284,659.83471833382,56.5157656185366
"38","100","20","200",0.48,0.213333333333333,0.610169491525424,584,204.373905452753,841.050914242549,758.931594244591,992.761502456482,257.050914242549,174.931594244591,408.761502456482,245.435337037932,52.6770087897961,-29.4423112081617,204.387597003729,41.0614315851787,678.018160848064,829.435337037932,151.417176189868
"39","100","20","200",0.56,0.213333333333333,0.711864406779661,432,222.22148771991,741.658292237352,603.238561548407,906.00422030172,309.658292237352,171.238561548407,474.00422030172,227.934687755146,87.4368045174423,-50.9829261715021,251.78273258181,5.7132000352361,556.975451336399,659.934687755146,102.959236418746
"40","100","20","200",0.6,0.186666666666667,0.737704918032787,388,232.014464329442,750.432004392732,632.767539546293,918.874755295807,362.432004392732,244.767539546293,530.874755295807,270.305636213757,130.41754006329,12.7530752168511,298.860290966365,38.2911718843149,535.748378119921,658.305636213757,122.557258093836
"41","100","20","200",0.56,0.213333333333333,0.711864406779661,456,253.619788508706,702.323260993815,656.058180374443,968.685961946332,246.323260993815,200.058180374443,512.685961946332,202.743965074561,-7.29652751489124,-53.5616081342628,259.066173437626,-50.8758234341449,591.985549920454,658.743965074561,66.7584151541073
"42","100","20","200",0.44,0.186666666666667,0.540983606557377,608,196.434575146654,737.240639378632,719.051883241583,815.986307109098,129.240639378632,111.051883241583,207.986307109098,170.381868017572,-67.1939357680221,-85.3826919050711,11.5517319624438,-26.0527071290817,656.304800996017,778.381868017572,122.077067021555
"43","100","20","200",0.48,0.2,0.6,516,214.765342474178,696.450553019065,666.62584938144,788.175541755585,180.450553019065,150.62584938144,272.175541755585,179.878424112287,-34.3147894551134,-64.1394930927381,57.4101992814068,-34.8869183618911,599.151553306698,695.878424112287,96.7268708055896
