"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff","sRT","goRT","raceCheck"
"1","400","20","1",0.5,0.193333333333333,0.619834710743802,324,201.734236087137,519.532781008144,503.12761500324,533.740138411039,195.532781008144,179.12761500324,209.740138411039,178.825453325378,-6.20145507899326,-22.6066210838967,8.00590232390266,-22.9087827617589,501.628144701616,502.825453325378,1.1973086237623
"2","400","20","1",0.5,0.206666666666667,0.630252100840336,320,209.15432688868,528.82309174683,513.72324295469,549.056788704483,208.82309174683,193.72324295469,229.056788704483,189.163974022993,-0.331235141850385,-15.4310839339895,19.9024618158032,-19.9903528656872,495.100698455297,509.163974022993,14.0632755676959
"3","400","20","1",0.5,0.223333333333333,0.643776824034335,326,227.668514779927,556.653466385474,535.418662599719,587.229297451745,230.653466385474,209.418662599719,261.229297451745,211.217568954385,2.98495160554663,-18.2498521802088,33.5607826718174,-16.4509458255426,515.371932172376,537.217568954385,21.845636782009
"4","400","20","1",0.51,0.2,0.6375,219,255.453883066337,456.561210498024,443.709963808005,483.229278691047,237.561210498024,224.709963808005,264.229278691047,225.250268015564,-17.8926725683131,-30.7439192583327,8.77539562470986,-30.2036150507737,425.468142063632,444.250268015564,18.7821259519314
"5","400","20","1",0.5,0.196666666666667,0.622406639004149,349,220.300822185568,544.89266836418,526.016895856002,566.473365949087,195.89266836418,177.016895856002,217.473365949087,177.371762845531,-24.4081538213878,-43.2839263295659,-2.8274562364806,-42.9290593400364,516.516513719935,526.371762845531,9.85524912559595
"6","400","20","1",0.5,0.193333333333333,0.619834710743802,319,241.335076531733,542.156267328355,525.266010230457,564.173053417435,223.156267328355,206.266010230457,245.173053417435,205.708899630107,-18.178809203378,-35.0690663012755,3.83797688570286,-35.6261769016257,508.821508562759,524.708899630107,15.887391067348
"7","400","20","1",0.51,0.22,0.653846153846154,229,221.017992329098,453.378419816039,440.271354295218,477.688372900366,224.378419816039,211.271354295218,248.688372900366,203.174774113195,3.36042748694055,-9.74663803387963,27.6703805712678,-17.8432182159026,414.529606270914,432.174774113195,17.6451678422816
"8","400","20","1",0.5,0.21,0.632911392405063,317,183.374929388962,498.408316535047,481.108989260548,524.075686798798,181.408316535047,164.108989260548,207.075686798798,161.105574526161,-1.96661285391434,-19.2659401284137,23.7007574098363,-22.2693548628004,459.90212975122,478.105574526161,18.2034447749414
"9","400","20","1",0.5,0.186666666666667,0.614754098360656,244,232.888315276481,445.061800029191,429.619371605793,466.416269574628,201.061800029191,185.619371605793,222.416269574628,183.951172794645,-31.8265152472893,-47.2689436706874,-10.4720457018523,-48.9371424818359,401.506145536768,427.951172794645,26.4450272578769
"10","400","20","1",0.51,0.213333333333333,0.648305084745763,294,181.871313523166,470.905802720454,449.758035531301,500.13316978514,176.905802720454,155.758035531301,206.13316978514,157.279788934065,-4.96551080271158,-26.1132779918649,24.2618562619743,-24.5915245891011,445.37247159267,451.279788934065,5.90731734139456
"11","400","20","1",0.5,0.196666666666667,0.622406639004149,303,182.749865064511,491.935328562461,474.843056855028,518.661263936847,188.935328562461,171.843056855028,215.661263936847,172.39150890345,6.18546349794988,-10.9068082094832,32.9113988723357,-10.3583561610612,454.441711658833,475.39150890345,20.9497972446171
"12","400","20","1",0.49,0.18,0.597560975609756,311,211.024958440866,514.228742387577,502.071177264985,526.500727722597,203.228742387577,191.071177264985,215.500727722597,189.653159792096,-7.79621605328921,-19.9537811758815,4.47576928173041,-21.37179864877,490.623776533699,500.653159792096,10.0293832583972
"13","400","20","1",0.49,0.213333333333333,0.622881355932203,356,202.245588357797,540.667257237617,525.286445935105,572.356660848175,184.667257237617,169.286445935105,216.356660848175,171.811480541878,-17.5783311201799,-32.959142422692,14.1110724903779,-30.4341078159188,519.587529549668,527.811480541878,8.22395099221035
"14","400","20","1",0.5,0.196666666666667,0.622406639004149,335,213.189683384011,533.441302954136,516.29153936457,556.231817089107,198.441302954136,181.29153936457,221.231817089107,184.873543220554,-14.7483804298749,-31.8981440194412,8.04213370509623,-28.316140163457,499.664470070474,519.873543220554,20.2090731500797
"15","400","20","1",0.5,0.206666666666667,0.630252100840336,353,201.786577557734,547.233200195509,531.034328820565,568.513405495433,194.233200195509,178.034328820565,215.513405495433,175.909817265752,-7.55337736222481,-23.7522487371691,13.7268279376992,-25.8767602919823,508.56700709232,528.909817265752,20.3428101734315
"16","400","20","1",0.5,0.2,0.625,294,213.821196642536,476.52237500793,460.384128130026,497.606477816163,182.52237500793,166.384128130026,203.606477816163,164.341555067495,-31.298821634606,-47.4370685125093,-10.2147188263731,-49.4796415750405,446.19270445194,458.341555067495,12.1488506155553
"17","400","20","1",0.5,0.206666666666667,0.630252100840336,305,193.94141373208,494.971473744647,478.943134295859,517.123940318989,189.971473744647,173.943134295859,212.123940318989,175.770942185721,-3.96993998743301,-19.9982794362207,18.1825265869092,-18.1704715463588,458.052818963118,480.770942185721,22.7181232226028
"18","400","20","1",0.48,0.206666666666667,0.605042016806723,415,191.580839395345,591.591742857636,578.871352702801,615.935335846175,176.591742857636,163.871352702801,200.935335846175,166.840173719822,-14.9890965377098,-27.7094866925444,9.35449645082949,-24.740665675523,551.976541918117,581.840173719822,29.8636318017057
"19","400","20","1",0.49,0.203333333333333,0.615062761506276,249,247.237173588472,510.041251427093,494.638444959666,538.905140079662,261.041251427093,245.638444959666,289.905140079662,248.857686058639,13.8040778386213,-1.59872862880604,42.6679664911903,1.62051247016677,470.552168595246,497.857686058639,27.3055174633925
"20","400","20","1",0.5,0.193333333333333,0.619834710743802,258,220.795842876443,460.790523712356,441.430712949215,486.863457907687,202.790523712356,183.430712949215,228.863457907687,187.537116935377,-18.0053191640865,-37.3651299272282,8.06761503124403,-33.2587259410656,428.64398040601,445.537116935377,16.8931365293677
"21","400","20","1",0.51,0.2,0.6375,337,185.300102455825,509.990887645896,490.557721032556,530.620365791979,172.990887645896,153.557721032556,193.620365791979,149.111407356427,-12.3092148099283,-31.7423814232682,8.32026333615471,-36.1886950993975,475.804763580805,486.111407356427,10.3066437756223
"22","400","20","1",0.49,0.216666666666667,0.625531914893617,431,197.399679487231,625.286502575942,607.447188294384,643.633421027644,194.286502575942,176.447188294384,212.633421027644,173.701576262916,-3.11317691128897,-20.9524911928474,15.2337415404129,-23.6981032243152,596.866916673914,604.701576262916,7.83465958900126
"23","400","20","1",0.5,0.213333333333333,0.635593220338983,270,218.445090511178,491.065210488666,473.677905581454,514.983205996544,221.065210488666,203.677905581454,244.983205996544,200.853272407752,2.62011997748766,-14.7671849297244,26.5381154853661,-17.5918181034263,442.880819474693,470.853272407752,27.9724529330592
"24","400","20","1",0.5,0.206666666666667,0.630252100840336,337,208.959556643034,536.013971498322,525.483194991288,559.687459291488,199.013971498322,188.483194991288,222.687459291488,183.908909420367,-9.94558514471174,-20.4763616517462,13.7279026484545,-25.0506472226671,494.512374495507,520.908909420367,26.3965349248596
"25","400","20","1",0.5,0.17,0.602409638554217,291,199.437233775984,484.264049930914,473.58609684282,500.49326759047,193.264049930914,182.58609684282,209.49326759047,180.590022897434,-6.1731838450699,-16.8511369331644,10.0560338144858,-18.8472108785502,441.488526333719,471.590022897434,30.1014965637146
