"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff"
"1","100","15","100",0.52,0.16,0.619047619047619,400,223.928622126076,633.689679162477,599.213659606036,673.90755623788,233.689679162477,199.213659606036,273.90755623788,222.031341001828,9.76105703640093,-24.7149625200403,49.9789341118033,-1.89728112424797
"2","100","15","100",0.48,0.12,0.545454545454545,300,250.599919749945,523.621923620453,512.101621501426,553.985882492091,223.621923620453,212.101621501426,253.985882492091,251.060327117718,-26.9779961294914,-38.4982982485181,3.38596274214618,0.460407367773684
"3","100","15","100",0.48,0.16,0.571428571428571,364,255.22635152162,669.646030316093,644.945141864224,724.322658579077,305.646030316093,280.945141864224,360.322658579077,311.397438491301,50.4196787944736,25.7187903426039,105.096307057457,56.1710869696818
"4","100","15","100",0.48,0.186666666666667,0.590163934426229,464,211.824757666877,675.952262778847,635.797808221016,738.075493700041,211.952262778847,171.797808221016,274.075493700041,204.015411921023,0.127505111970436,-40.0269494458607,62.2507360331646,-7.80934574585399
"5","100","15","100",0.56,0.16,0.666666666666667,316,271.185048749791,615.810298117489,600.280833545621,654.255810250432,299.810298117489,284.280833545621,338.255810250432,284.101412179319,28.625249367698,13.09578479583,67.0707615006404,12.9163634295281
"6","100","15","100",0.52,0.146666666666667,0.609375,384,226.431407310541,566.313957435638,562.957828116976,587.717616869325,182.313957435638,178.957828116976,203.717616869325,176.723347145333,-44.1174498749029,-47.473579193565,-22.7137904412163,-49.7080601652086
"7","100","15","100",0.52,0.16,0.619047619047619,380,223.350434781799,595.921014541821,569.49506009482,639.853937913088,215.921014541821,189.49506009482,259.853937913088,204.606634633087,-7.42942023997782,-33.8553746869784,36.5035031312894,-18.7438001487119
"8","100","15","100",0.52,0.173333333333333,0.629032258064516,380,244.085081442489,614.064380621484,600.200422648485,668.161219646637,234.064380621484,220.200422648485,288.161219646637,232.20695597305,-10.0207008210053,-23.8846587940047,44.0761382041479,-11.8781254694393
"9","100","15","100",0.48,0.146666666666667,0.5625,372,237.37118791654,530.582981312721,515.310114407954,580.323209008214,158.582981312721,143.310114407954,208.323209008214,187.932135971441,-78.7882066038198,-94.0610735085861,-29.0479789083261,-49.4390519450989
"10","100","15","100",0.52,0.16,0.619047619047619,380,214.455633886802,592.128615788711,563.378254572015,625.894408142737,212.128615788711,183.378254572015,245.894408142737,190.846138978911,-2.32701809809069,-31.0773793147867,31.4387742559353,-23.6094949078906
"11","100","15","100",0.52,0.146666666666667,0.609375,336,170.794260700956,526.365068016333,508.572688187391,547.170369286596,190.365068016333,172.572688187391,211.170369286596,181.577044752837,19.5708073153767,1.77842748643565,40.3761085856405,10.7827840518815
"12","100","15","100",0.52,0.133333333333333,0.6,392,208.025022310721,633.30264592466,620.556529678904,658.205987384358,241.30264592466,228.556529678904,266.205987384358,213.584193667422,33.2776236139385,20.5315073681833,58.180965073637,5.55917135670131
"13","100","15","100",0.44,0.173333333333333,0.532258064516129,480,187.082611945518,641.926272518399,623.922157570378,665.033417521228,161.926272518399,143.922157570378,185.033417521228,182.614402046934,-25.1563394271186,-43.1604543751401,-2.04919442429016,-4.46820989858386
"14","100","15","100",0.52,0.146666666666667,0.609375,396,241.074914535008,692.372321733539,661.948732566105,719.25683274475,296.372321733539,265.948732566105,323.25683274475,284.742597642636,55.2974071985309,24.873818031097,82.1819182097419,43.6676831076282
"15","100","15","100",0.48,0.133333333333333,0.553846153846154,424,228.545389967909,673.539970659592,655.745269465555,713.108023949855,249.539970659592,231.745269465555,289.108023949855,266.198753441584,20.9945806916828,3.19987949764595,60.5626339819455,37.6533634736752
"16","100","15","100",0.44,0.16,0.523809523809524,428,229.002012758377,625.037745586584,606.391065111752,638.280858412342,197.037745586584,178.391065111752,210.280858412342,208.367009302929,-31.9642671717934,-50.6109476466255,-18.7211543460359,-20.635003455448
"17","100","15","100",0.56,0.146666666666667,0.65625,364,180.223748946937,565.578638078492,537.043197021668,604.239247797567,201.578638078492,173.043197021668,240.239247797567,185.139873981242,21.3548891315544,-7.18055192526913,60.0154988506298,4.91612503430429
"18","100","15","100",0.48,0.146666666666667,0.5625,380,194.618779390825,545.000178071606,526.151942361153,559.898529964272,165.000178071606,146.151942361153,179.898529964272,166.384607898189,-29.6186013192187,-48.4668370296715,-14.7202494265527,-28.2341714926352
"19","100","15","100",0.52,0.133333333333333,0.6,332,230.067224648011,556.898078521102,516.536521642442,572.78771310786,224.898078521102,184.536521642442,240.78771310786,202.293742672967,-5.16914612690846,-45.5307030055693,10.7204884598486,-27.7734819750435
"20","100","15","100",0.52,0.173333333333333,0.629032258064516,276,271.846902016747,550.180131754657,536.257843601229,594.648498621122,274.180131754657,260.257843601229,318.648498621122,258.703863342376,2.33322973791041,-11.5890584155172,46.8015966043754,-13.1430386743704
"21","100","15","100",0.48,0.16,0.571428571428571,480,234.698196222123,664.04074823797,652.758778004237,699.730247064568,184.04074823797,172.758778004237,219.730247064568,187.487947943992,-50.657447984153,-61.9394182178858,-14.9679491575548,-47.2102482781306
