"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff"
"1","100","0","200",0.56,0.0266666666666666,0.575342465753425,372,261.341382019669,635.072758090562,624.748673351543,650.805129309787,263.072758090562,252.748673351543,278.805129309787,309.884308472052,1.73137607089302,-8.59270866812574,17.4637472901177,48.5429264523835
"2","100","0","200",0.56,0,0.56,428,241.60242433343,655.967257372637,655.967257372637,655.967257372637,227.967257372637,227.967257372637,227.967257372637,252.230872556131,-13.6351669607929,-13.6351669607929,-13.6351669607929,10.6284482227018
"3","100","0","200",0.52,0,0.52,472,214.97107521092,592.254605769248,592.254605769248,592.254605769248,120.254605769248,120.254605769248,120.254605769248,181.401715978691,-94.7164694416718,-94.7164694416718,-94.7164694416718,-33.5693592322289
"4","100","0","200",0.52,0,0.52,436,222.788755207274,608.320076159176,608.320076159176,608.320076159176,172.320076159176,172.320076159176,172.320076159176,225.87924915542,-50.4686790480973,-50.4686790480973,-50.4686790480973,3.09049394814656
"5","100","0","200",0.52,0.0266666666666666,0.534246575342466,440,234.677541000563,633.313338089852,630.61096848422,639.825407549546,193.313338089852,190.61096848422,199.825407549546,249.303502676877,-41.3642029107109,-44.0665725163429,-34.8521334510172,14.6259616763138
"6","100","0","200",0.52,0,0.52,308,241.60376203543,588.428485480266,588.428485480266,588.428485480266,280.428485480266,280.428485480266,280.428485480266,338.842767910279,38.8247234448364,38.8247234448364,38.8247234448364,97.2390058748491
"7","100","0","200",0.48,0,0.48,464,217.540691238401,642.02135557825,642.02135557825,642.02135557825,178.02135557825,178.02135557825,178.02135557825,232.394429429388,-39.519335660151,-39.519335660151,-39.519335660151,14.8537381909877
"8","100","0","200",0.52,0,0.52,460,224.588013613932,683.410901165437,683.410901165437,683.410901165437,223.410901165437,223.410901165437,223.410901165437,272.356645286852,-1.17711244849511,-1.17711244849511,-1.17711244849511,47.76863167292
"9","100","0","200",0.52,0,0.52,492,218.256863689146,692.499681047177,692.499681047177,692.499681047177,200.499681047177,200.499681047177,200.499681047177,234.177137819363,-17.7571826419688,-17.7571826419688,-17.7571826419688,15.9202741302174
"10","100","0","200",0.48,0,0.48,440,219.226769680665,620.907488437224,620.907488437224,620.907488437224,180.907488437224,180.907488437224,180.907488437224,230.788102427908,-38.3192812434405,-38.3192812434405,-38.3192812434405,11.5613327472434
"11","100","0","200",0.52,0,0.52,460,228.215253243084,723.464442026878,723.464442026878,723.464442026878,263.464442026878,263.464442026878,263.464442026878,306.317497864381,35.2491887837946,35.2491887837946,35.2491887837946,78.1022446212976
