"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff","sRT","goRT","raceCheck"
"1","400","15","50",0.5,0.136666666666667,0.579150579150579,366,193.327579266019,534.846006330381,517.678471772396,548.887221851294,168.846006330381,151.678471772396,182.887221851294,159.298031695395,-24.4815729356373,-41.6491074936228,-10.4403574147251,-34.0295475706237,498.241115616948,525.298031695395,27.0569160784471
"2","400","15","50",0.48,0.153333333333333,0.566929133858268,475,183.909572286961,651.653956017314,639.462417007294,672.510608377271,176.653956017314,164.462417007294,197.510608377271,174.16466429451,-7.25561626964782,-19.4471552796675,13.6010360903097,-9.74490799245109,601.08018750031,649.16466429451,48.0844767942008
"3","400","15","50",0.51,0.14,0.593023255813953,319,229.391137122292,531.868023572118,520.076890697923,548.807049434419,212.868023572118,201.076890697923,229.807049434419,201.272926386994,-16.5231135501746,-28.3142464243695,0.415912312127375,-28.1182107352985,480.364746825307,520.272926386994,39.9081795616864
"4","400","15","50",0.49,0.156666666666667,0.58102766798419,380,215.824673440858,570.909344508016,551.600652335111,596.058258627577,190.909344508016,171.600652335111,216.058258627577,184.14097498578,-24.9153289328422,-44.2240211057473,0.233585186718642,-31.6836984550782,535.207760872405,564.14097498578,28.9332141133747
"5","400","15","50",0.5,0.153333333333333,0.590551181102362,322,199.276790342473,517.372855577087,505.227633292546,537.960680647833,195.372855577087,183.227633292546,215.960680647833,186.957358117038,-3.90393476538594,-16.0491570499274,16.6838903053602,-12.3194322254356,464.774357694473,508.957358117038,44.1830004225649
"6","400","15","50",0.5,0.14,0.581395348837209,302,234.95103681333,495.850574787373,484.891519243708,515.71762723084,193.850574787373,182.891519243708,213.71762723084,185.580572724218,-41.1004620259569,-52.0595175696223,-21.2334095824905,-49.3704640891119,457.099494828829,487.580572724218,30.4810778953898
"7","400","15","50",0.5,0.113333333333333,0.56390977443609,388,218.862228244616,585.515823699629,576.02818046948,596.887570834424,197.515823699629,188.02818046948,208.887570834424,189.309309383667,-21.3464045449866,-30.8340477751362,-9.97465741019158,-29.5529188609489,543.228210107886,577.309309383667,34.0810992757813
"8","400","15","50",0.5,0.133333333333333,0.576923076923077,419,211.424350317845,609.481054684088,591.950507155843,624.564232651494,190.481054684088,172.950507155843,205.564232651494,179.834503432021,-20.9432956337572,-38.4738431620025,-5.8601176663517,-31.5898468858245,568.6577903769,598.834503432021,30.1767130551209
"9","400","15","50",0.5,0.16,0.595238095238095,374,238.186316343387,602.092253673945,587.779654685195,625.388268672117,228.092253673945,213.779654685195,251.388268672117,218.187943923513,-10.0940626694423,-24.4066616581922,13.2019523287297,-19.9983724198742,569.952178662333,592.187943923513,22.2357652611802
"10","400","15","50",0.49,0.14,0.569767441860465,353,245.681012543013,588.133481790832,571.488048922515,593.556069244858,235.133481790832,218.488048922515,240.556069244858,225.416753880431,-10.5475307521814,-27.1929636204979,-5.1249432981547,-20.2642586625822,536.505283604904,578.416753880431,41.9114702755263
"11","400","15","50",0.5,0.113333333333333,0.56390977443609,348,185.67403826993,505.24585675827,494.919128671002,516.020013206183,157.24585675827,146.919128671002,168.020013206183,147.185697593369,-28.4281815116602,-38.754909598928,-17.6540250637472,-38.4883406765609,459.564897434974,495.185697593369,35.6208001583958
"12","400","15","50",0.49,0.14,0.569767441860465,358,200.959084751062,532.77226272616,517.66862935633,547.718437189544,174.77226272616,159.66862935633,189.718437189544,166.331506070177,-26.1868220249017,-41.2904553947317,-11.2406475615172,-34.6275786808848,502.608061587491,524.331506070177,21.7234444826862
"13","400","15","50",0.5,0.16,0.595238095238095,350,224.381904776706,562.590554484051,544.861789158291,590.261040729362,212.590554484051,194.861789158291,240.261040729362,202.599079443442,-11.7913502926551,-29.5201156184154,15.8791359526562,-21.7828253332644,518.622930837666,552.599079443442,33.9761486057754
"14","400","15","50",0.5,0.143333333333333,0.583657587548638,359,201.182679847234,531.288370582333,523.217603442956,551.89032083041,172.288370582333,164.217603442956,192.89032083041,172.245752395929,-28.8943092649008,-36.9650764042776,-8.29235901682387,-28.9369274513055,492.080645742867,531.245752395929,39.1651066530621
"15","400","15","50",0.5,0.143333333333333,0.583657587548638,358,243.945464223662,590.275830730949,568.509307209187,608.926434834312,232.275830730949,210.509307209187,250.926434834312,218.705640806728,-11.6696334927136,-33.4361570144749,6.98097061064936,-25.2398234169349,546.413708903547,576.705640806728,30.291931903181
"16","400","15","50",0.5,0.153333333333333,0.590551181102362,389,217.18742641087,598.511623258213,579.241907382228,611.56319520573,209.511623258213,190.241907382228,222.56319520573,194.891108694779,-7.67580315265727,-26.9455190286425,5.37576879486019,-22.2963177160908,552.305865890508,583.891108694779,31.5852428042714
"17","400","15","50",0.5,0.143333333333333,0.583657587548638,407,183.619219925564,572.312382416531,555.436685590369,597.025365606497,165.312382416531,148.436685590369,190.025365606497,158.723222918291,-18.3068375090327,-35.1825343351943,6.40614568093326,-24.8959970072723,549.384585684731,565.723222918291,16.3386372335602
"18","400","15","50",0.5,0.156666666666667,0.592885375494071,279,231.585859591609,515.952334518945,501.47151881146,539.06122690843,236.952334518945,222.47151881146,260.06122690843,227.892336974198,5.36647492733567,-9.11434078014918,28.475367316821,-3.69352261741176,469.752903634986,506.892336974198,37.1394333392117
"19","400","15","50",0.5,0.143333333333333,0.583657587548638,444,207.596931632712,635.2633550722,623.108503583799,651.723181749486,191.2633550722,179.108503583799,207.723181749486,181.702911335495,-16.3335765605124,-28.488428048913,0.126250116773178,-25.8940202972175,598.250846267438,625.702911335495,27.4520650680572
"20","400","15","50",0.5,0.153333333333333,0.590551181102362,347,202.263024091277,559.597080026942,543.287688491939,578.039594035361,212.597080026942,196.287688491939,231.039594035361,201.318256345178,10.3340559356654,-5.9753355993378,28.7765699440842,-0.944767746098734,500.446180645723,548.318256345178,47.8720756994551
"21","400","15","50",0.5,0.16,0.595238095238095,383,184.641482438159,559.986133358406,543.857826748024,581.341833639837,176.986133358406,160.857826748024,198.341833639837,166.881907148311,-7.65534907975245,-23.7836556901344,13.7003512016788,-17.7595752898471,528.850467883404,549.881907148311,21.0314392649077
"22","400","15","50",0.49,0.15,0.576470588235294,434,191.505022499981,602.245125852346,592.058872211723,621.466742966419,168.245125852346,158.058872211723,187.466742966419,158.305481813564,-23.2598966476348,-33.4461502882577,-4.03827953356176,-33.1995406864166,564.321697851138,592.305481813564,27.9837839624261
"23","400","15","50",0.51,0.143333333333333,0.595330739299611,332,225.6049049824,547.200250726338,534.724959643414,568.251919269821,215.200250726338,202.724959643414,236.251919269821,207.054188505576,-10.4046542560622,-22.879945338986,10.6470142874205,-18.5507164768235,496.326933728111,539.054188505576,42.7272547774652
"24","400","15","50",0.48,0.143333333333333,0.560311284046693,483,202.814192776505,671.822747731703,660.072198946098,685.988470297383,188.822747731703,177.072198946098,202.988470297383,181.931689421468,-13.9914450448021,-25.7419938304074,0.174277520877553,-20.8825033550375,633.831817614884,664.931689421468,31.0998718065831
"25","400","15","50",0.5,0.13,0.574712643678161,384,221.953624548115,552.468576803509,539.05878275089,564.831981599309,168.468576803509,155.05878275089,180.831981599309,162.801182532375,-53.4850477446052,-66.8948417972247,-41.1216429488055,-59.1524420157391,525.407151801348,546.801182532375,21.3940307310271
"26","400","15","50",0.51,0.146666666666667,0.59765625,300,192.187953453915,476.649781465312,461.307630827448,495.960606235384,176.649781465312,161.307630827448,195.960606235384,164.53396847986,-15.5381719886033,-30.8803226264677,3.77265278146859,-27.6539849740551,442.569862484621,464.53396847986,21.9641059952392
"27","400","15","50",0.49,0.146666666666667,0.57421875,403,220.262947887168,621.093446081627,604.250247710885,638.425713923456,218.093446081627,201.250247710885,235.425713923456,208.076601698009,-2.16950180554082,-19.0127001762828,15.1627660362876,-12.1863461891593,582.317368119261,611.076601698009,28.7592335787475
