"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff"
"1","400","0","150",0.5,0,0.5,360,214.526910084619,591.741775455413,591.741775455413,591.741775455413,231.741775455413,231.741775455413,231.741775455413,269.226068001734,17.2148653707937,17.2148653707937,17.2148653707937,54.699157917115
"2","400","0","150",0.52,0,0.52,295,248.279024736399,562.333843771837,562.333843771837,562.333843771837,267.333843771837,267.333843771837,267.333843771837,285.476058536078,19.0548190354384,19.0548190354384,19.0548190354384,37.197033799679
"3","400","0","150",0.51,0,0.51,395,225.957531295164,609.161507774621,609.161507774621,609.161507774621,214.161507774621,214.161507774621,214.161507774621,244.758128658646,-11.7960235205435,-11.7960235205435,-11.7960235205435,18.800597363482
"4","400","0","150",0.52,0,0.52,346,185.138092598926,534.692674447856,534.692674447856,534.692674447856,188.692674447856,188.692674447856,188.692674447856,221.300273096651,3.55458184892936,3.55458184892936,3.55458184892936,36.1621804977248
"5","400","0","150",0.5,0,0.5,416,172.998214602208,574.824902891562,574.824902891562,574.824902891562,158.824902891562,158.824902891562,158.824902891562,202.76712170128,-14.1733117106465,-14.1733117106465,-14.1733117106465,29.7689070990719
"6","400","0","150",0.53,0,0.53,272,240.570639030259,491.742975542847,491.742975542847,491.742975542847,219.742975542847,219.742975542847,219.742975542847,254.11288504476,-20.8276634874118,-20.8276634874118,-20.8276634874118,13.5422460145013
"7","400","0","150",0.52,0,0.52,289,256.082022195859,569.938682693792,569.938682693792,569.938682693792,280.938682693792,280.938682693792,280.938682693792,309.451309399843,24.8566604979331,24.8566604979331,24.8566604979331,53.3692872039842
"8","400","0","150",0.51,0,0.51,383,262.219676339205,623.65493653485,623.65493653485,623.65493653485,240.65493653485,240.65493653485,240.65493653485,267.02681041626,-21.5647398043548,-21.5647398043548,-21.5647398043548,4.80713407705468
"9","400","0","150",0.51,0,0.51,349,232.247337269514,577.150379454285,577.150379454285,577.150379454285,228.150379454285,228.150379454285,228.150379454285,251.004163036304,-4.09695781522876,-4.09695781522876,-4.09695781522876,18.7568257667908
"10","400","0","150",0.5,0,0.5,439,223.158137511867,674.087783496649,674.087783496649,674.087783496649,235.087783496649,235.087783496649,235.087783496649,277.493466530222,11.9296459847816,11.9296459847816,11.9296459847816,54.3353290183552
"11","400","0","150",0.51,0.00666666666666671,0.513422818791946,363,264.773299767732,635.062555743049,632.537424645765,637.46104088569,272.062555743049,269.537424645765,274.46104088569,290.052590596125,7.2892559753173,4.76412487803344,9.68774111795852,25.2792908283929
