"subject","Ntrials","pmissReq","tau","presp","pmiss","presp_adj","ssd","SSRTtrue","nthRT_all","nthRT_resp","nthRT_adj","SSRTall","SSRTresp","SSRTadj","SSRTmean","SSRTall_diff","SSRTresp_diff","SSRTadj_diff","SSRTmean_diff"
"1","200","20","50",0.5,0.186666666666667,0.614754098360656,295,244.207452507679,502.483761206181,488.528583715223,536.769182363539,207.483761206181,193.528583715223,241.769182363539,199.071602108678,-36.723691301498,-50.6788687924562,-2.43827014414003,-45.1358503990005
"2","200","20","50",0.5,0.213333333333333,0.635593220338983,271,233.256018096262,518.806537127255,497.138506064491,554.54167103664,247.806537127255,226.138506064491,283.54167103664,232.392991307903,14.5505190309929,-7.1175120317707,50.2856529403776,-0.863026788359463
"3","200","20","50",0.48,0.186666666666667,0.590163934426229,461,235.651816780553,643.404798537123,623.327871935939,670.125699841462,182.404798537123,162.327871935939,209.125699841462,176.939160177444,-53.2470182434303,-73.3239448446143,-26.5261169390912,-58.7126566031088
"4","200","20","50",0.52,0.193333333333333,0.644628099173554,329,255.527787883803,556.678535146886,536.588245552431,594.178232442089,227.678535146886,207.588245552431,265.178232442089,208.582630323434,-27.8492527369162,-47.9395423313716,9.65044455828644,-46.9451575603683
"5","200","20","50",0.5,0.186666666666667,0.614754098360656,361,281.763348158014,618.395415969557,603.263577256666,655.38760482954,257.395415969557,242.263577256666,294.38760482954,246.540647589786,-24.3679321884572,-39.4997709013489,12.6242566715253,-35.222700568228
"6","200","20","50",0.5,0.186666666666667,0.614754098360656,401,223.918124733637,602.232279544009,588.704932064469,618.863547003787,201.232279544009,187.704932064469,217.863547003787,191.621836165943,-22.6858451896283,-36.2131926691678,-6.05457772984968,-32.2962885676935
"7","200","20","50",0.48,0.193333333333333,0.59504132231405,447,193.405681066801,598.950022350481,580.550736293383,634.262585841459,151.950022350481,133.550736293383,187.262585841459,148.351929366834,-41.4556587163196,-59.8549447734178,-6.14309522534182,-45.0537516999669
"8","200","20","50",0.44,0.193333333333333,0.545454545454545,377,260.839596899233,592.014196046216,573.274347163932,623.804922067687,215.014196046216,196.274347163932,246.804922067687,213.961468085758,-45.8254008530166,-64.5652497353007,-14.0346748315458,-46.8781288134753
"9","200","20","50",0.5,0.206666666666667,0.630252100840336,335,172.011824488736,538.858834040885,520.85581221737,559.968508656929,203.858834040885,185.85581221737,224.968508656929,185.325941061473,31.8470095521488,13.8439877286334,52.9566841681928,13.314116572737
"10","200","20","50",0.48,0.206666666666667,0.605042016806723,393,223.278580493841,614.835300617409,597.74191523739,649.906313494036,221.835300617409,204.74191523739,256.906313494036,214.851198366116,-1.4432798764318,-18.5366652564501,33.627733000195,-8.42738212772451
